title,min_val,max_val,currency,link,site,employer,city
"Водитель на своём автомобиле (1,5- 3 тонник)",105000,,руб.,https://hh.ru/vacancy/49141938?query=%D0%B2%D0%BE%D0%B4%D0%B8%D1%82%D0%B5%D0%BB%D1%8C,hh.ru,АРТИС,Москва
Водитель со своим грузовым автомобилем,135000,,руб.,https://hh.ru/vacancy/49162050?query=%D0%B2%D0%BE%D0%B4%D0%B8%D1%82%D0%B5%D0%BB%D1%8C,hh.ru,LogFix,Москва
Водитель на своем автомобиле,100000,140000,руб.,https://hh.ru/vacancy/48987095?query=%D0%B2%D0%BE%D0%B4%D0%B8%D1%82%D0%B5%D0%BB%D1%8C,hh.ru,ООО Якорь,"Москва, Балтийская и еще 2 "
Водитель категории ВЕ,,,,https://hh.ru/vacancy/49371116?query=%D0%B2%D0%BE%D0%B4%D0%B8%D1%82%D0%B5%D0%BB%D1%8C,hh.ru,АртПотолок24 (ИП Билинчук Виталий Анатольевич),Москва
Водитель-экспедитор,,200000,руб.,https://hh.ru/vacancy/48270974?query=%D0%B2%D0%BE%D0%B4%D0%B8%D1%82%D0%B5%D0%BB%D1%8C,hh.ru,Комус,"Москва, Комсомольская"
Водитель-экспедитор,,200000,руб.,https://hh.ru/vacancy/48270939?query=%D0%B2%D0%BE%D0%B4%D0%B8%D1%82%D0%B5%D0%BB%D1%8C,hh.ru,Комус,"Москва, Улица Академика Янгеля и еще 1 "
Водитель автомобиля,55000,57000,руб.,https://hh.ru/vacancy/49232433?query=%D0%B2%D0%BE%D0%B4%D0%B8%D1%82%D0%B5%D0%BB%D1%8C,hh.ru,JCat.ru,"Москва, Новые Черемушки"
Водитель категории Е,120000,,руб.,https://hh.ru/vacancy/48993759?query=%D0%B2%D0%BE%D0%B4%D0%B8%D1%82%D0%B5%D0%BB%D1%8C,hh.ru,"ВМКом, Кадровый центр","Москва, Аннино"
Водитель-экспедитор,65000,70000,руб.,https://hh.ru/vacancy/49090255?query=%D0%B2%D0%BE%D0%B4%D0%B8%D1%82%D0%B5%D0%BB%D1%8C,hh.ru,Рузманов Антон,Москва
Водитель со своим грузовым автомобилем,135000,,руб.,https://hh.ru/vacancy/49124359?query=%D0%B2%D0%BE%D0%B4%D0%B8%D1%82%D0%B5%D0%BB%D1%8C,hh.ru,LogFix,Москва
Водитель-экспедитор на личном автомобиле,100000,,руб.,https://hh.ru/vacancy/49284172?query=%D0%B2%D0%BE%D0%B4%D0%B8%D1%82%D0%B5%D0%BB%D1%8C,hh.ru,Нева-Спорт,"Москва, Зорге и еще 1 "
Водитель на служебном автомобиле,90000,,руб.,https://hh.ru/vacancy/49113704?query=%D0%B2%D0%BE%D0%B4%D0%B8%D1%82%D0%B5%D0%BB%D1%8C,hh.ru,ООО Эджайл,"Москва, Сокольники"
Водитель-экспедитор,96000,136000,руб.,https://hh.ru/vacancy/49041563?query=%D0%B2%D0%BE%D0%B4%D0%B8%D1%82%D0%B5%D0%BB%D1%8C,hh.ru,Т.Б.М.,Москва
Водитель-экспедитор,,200000,руб.,https://hh.ru/vacancy/48270958?query=%D0%B2%D0%BE%D0%B4%D0%B8%D1%82%D0%B5%D0%BB%D1%8C,hh.ru,Комус,Москва
Водитель-экспедитор с личным автомобилем,100000,140000,руб.,https://hh.ru/vacancy/49045459?query=%D0%B2%D0%BE%D0%B4%D0%B8%D1%82%D0%B5%D0%BB%D1%8C,hh.ru,ИП Орлов В.А.,Москва
Водитель-экспедитор на автомобиль компании Газель,70000,95000,руб.,https://hh.ru/vacancy/49179292?query=%D0%B2%D0%BE%D0%B4%D0%B8%D1%82%D0%B5%D0%BB%D1%8C,hh.ru,ООО ПроПеревозки,Москва
Водитель-курьер на автомобиле компании,,130000,руб.,https://hh.ru/vacancy/49038892?query=%D0%B2%D0%BE%D0%B4%D0%B8%D1%82%D0%B5%D0%BB%D1%8C,hh.ru,ООО Медиатор,Москва
Водитель-экспедитор с личным грузовым автомобилем,320000,420000,руб.,https://hh.ru/vacancy/49156170?query=%D0%B2%D0%BE%D0%B4%D0%B8%D1%82%D0%B5%D0%BB%D1%8C,hh.ru,ИП Грибков Павел Александрович,Москва
Водитель категории В,85000,,руб.,https://hh.ru/vacancy/49144032?query=%D0%B2%D0%BE%D0%B4%D0%B8%D1%82%D0%B5%D0%BB%D1%8C,hh.ru,ООО Департамент Ф53,Москва
Водитель-экспедитор на своем грузовом автомобиле (Yandex.DropOff),120000,,руб.,https://hh.ru/vacancy/49004961?query=%D0%B2%D0%BE%D0%B4%D0%B8%D1%82%D0%B5%D0%BB%D1%8C,hh.ru,ООО МАУ,Москва
Водитель-экспедитор (категория С),80000,,руб.,https://hh.ru/vacancy/49317008?query=%D0%B2%D0%BE%D0%B4%D0%B8%D1%82%D0%B5%D0%BB%D1%8C,hh.ru,ИП Трандафил Владислав Федорович,"Москва, Румянцево"
Водитель - экспедитор на личном грузовом автомобиле (Yandex.Market),150000,,руб.,https://hh.ru/vacancy/49004558?query=%D0%B2%D0%BE%D0%B4%D0%B8%D1%82%D0%B5%D0%BB%D1%8C,hh.ru,ООО МАУ,"Москва, Котельники"
Водитель категории Е,,130000,руб.,https://hh.ru/vacancy/48992047?query=%D0%B2%D0%BE%D0%B4%D0%B8%D1%82%D0%B5%D0%BB%D1%8C,hh.ru,ООО АК-МТ-ЦФО,Москва
Водитель-экспедитор,80000,100000,руб.,https://hh.ru/vacancy/49199841?query=%D0%B2%D0%BE%D0%B4%D0%B8%D1%82%D0%B5%D0%BB%D1%8C,hh.ru,ООО Энергомедиа,Москва
Водитель-экспедитор,55000,,руб.,https://hh.ru/vacancy/48474468?query=%D0%B2%D0%BE%D0%B4%D0%B8%D1%82%D0%B5%D0%BB%D1%8C,hh.ru,ООО АВТОПАРТС,Москва
Водитель-экспедитор,40000,,руб.,https://hh.ru/vacancy/49153501?query=%D0%B2%D0%BE%D0%B4%D0%B8%D1%82%D0%B5%D0%BB%D1%8C,hh.ru,ООО РДА,Москва
Водитель-курьер на личном автомобиле,,150000,руб.,https://hh.ru/vacancy/49032283?query=%D0%B2%D0%BE%D0%B4%D0%B8%D1%82%D0%B5%D0%BB%D1%8C,hh.ru,Департамент персонала,Москва
Водитель-экспедитор,72000,,руб.,https://hh.ru/vacancy/49176948?query=%D0%B2%D0%BE%D0%B4%D0%B8%D1%82%D0%B5%D0%BB%D1%8C,hh.ru,ООО Гранд Альфа,Москва
Водитель с личным автомобилем (ЗАО),,,,https://hh.ru/vacancy/49228078?query=%D0%B2%D0%BE%D0%B4%D0%B8%D1%82%D0%B5%D0%BB%D1%8C,hh.ru,ООО Трансмедавто,Москва
Водитель-экспедитор,75000,,руб.,https://hh.ru/vacancy/49296805?query=%D0%B2%D0%BE%D0%B4%D0%B8%D1%82%D0%B5%D0%BB%D1%8C,hh.ru,ООО ФАВОРИТА,Москва
Водитель категории СЕ,140000,,руб.,https://hh.ru/vacancy/47288024?query=%D0%B2%D0%BE%D0%B4%D0%B8%D1%82%D0%B5%D0%BB%D1%8C,hh.ru,"Арка, Торговая компания",Москва
Водитель категории В,85000,,руб.,https://hh.ru/vacancy/49066459?query=%D0%B2%D0%BE%D0%B4%D0%B8%D1%82%D0%B5%D0%BB%D1%8C,hh.ru,ООО Департамент Ф53,Москва
Водитель-экспедитор,70000,80000,руб.,https://hh.ru/vacancy/49182294?query=%D0%B2%D0%BE%D0%B4%D0%B8%D1%82%D0%B5%D0%BB%D1%8C,hh.ru,ООО Трансвэй,Москва
Водитель-экспедитор на КАМАЗ,80000,90000,руб.,https://hh.ru/vacancy/49239351?query=%D0%B2%D0%BE%D0%B4%D0%B8%D1%82%D0%B5%D0%BB%D1%8C,hh.ru,ТД Премьер Айс,"Москва, Лухмановская и еще 2 "
Водитель категории В,85000,,руб.,https://hh.ru/vacancy/49035532?query=%D0%B2%D0%BE%D0%B4%D0%B8%D1%82%D0%B5%D0%BB%D1%8C,hh.ru,ООО Департамент Ф53,Москва
Водитель с личным автомобилем,70000,100000,руб.,https://hh.ru/vacancy/49111972?query=%D0%B2%D0%BE%D0%B4%D0%B8%D1%82%D0%B5%D0%BB%D1%8C,hh.ru,ООО Техномаркет,Москва
Водитель-экспедитор,50000,,руб.,https://hh.ru/vacancy/49032089?query=%D0%B2%D0%BE%D0%B4%D0%B8%D1%82%D0%B5%D0%BB%D1%8C,hh.ru,ООО Продсклад,"Москва, Беломорская и еще 1 "
Водитель категории В,85000,,руб.,https://hh.ru/vacancy/48996640?query=%D0%B2%D0%BE%D0%B4%D0%B8%D1%82%D0%B5%D0%BB%D1%8C,hh.ru,ООО Департамент Ф53,Москва
Водитель-экспедитор автомобиля,55000,80000,руб.,https://hh.ru/vacancy/49011643?query=%D0%B2%D0%BE%D0%B4%D0%B8%D1%82%D0%B5%D0%BB%D1%8C,hh.ru,ООО Фортуна,"Москва, Строгино и еще 1 "
Водитель на автомобиль компании,60000,75000,руб.,https://hh.ru/vacancy/49111605?query=%D0%B2%D0%BE%D0%B4%D0%B8%D1%82%D0%B5%D0%BB%D1%8C,hh.ru,"«Почта России», Офис",Москва
Водитель-экспедитор,45000,55000,руб.,https://hh.ru/vacancy/48898377?query=%D0%B2%D0%BE%D0%B4%D0%B8%D1%82%D0%B5%D0%BB%D1%8C,hh.ru,Первый Бит,"Москва, Войковская"
Водитель на личном автомобиле,43000,45000,руб.,https://hh.ru/vacancy/49011559?query=%D0%B2%D0%BE%D0%B4%D0%B8%D1%82%D0%B5%D0%BB%D1%8C,hh.ru,"«Почта России», Офис",Москва
Водитель грузового автомобиля,90000,140000,руб.,https://hh.ru/vacancy/49022477?query=%D0%B2%D0%BE%D0%B4%D0%B8%D1%82%D0%B5%D0%BB%D1%8C,hh.ru,ИП Заитов Рамиль Сяитович,Москва
Водитель с личным автомобилем,70000,100000,руб.,https://hh.ru/vacancy/49038787?query=%D0%B2%D0%BE%D0%B4%D0%B8%D1%82%D0%B5%D0%BB%D1%8C,hh.ru,ООО Техномаркет,Москва
Водитель-экспедитор (контейнеровоза),120000,,руб.,https://hh.ru/vacancy/48320406?query=%D0%B2%D0%BE%D0%B4%D0%B8%D1%82%D0%B5%D0%BB%D1%8C,hh.ru,АТЛ Трейд,"Москва, Электрозаводская"
"Курьер-водитель на автомобиле компании ""Делимобиль""",,,,https://hh.ru/vacancy/46226111?query=%D0%B2%D0%BE%D0%B4%D0%B8%D1%82%D0%B5%D0%BB%D1%8C,hh.ru,Делимобиль,Москва
Водитель-курьер на личном автомобиле(м.Озёрная),,120000,руб.,https://hh.ru/vacancy/48729431?query=%D0%B2%D0%BE%D0%B4%D0%B8%D1%82%D0%B5%D0%BB%D1%8C,hh.ru,Ozon Логистика ,Москва
Водитель-курьер на личном автомобиле(м.Озёрная),,120000,руб.,https://hh.ru/vacancy/48729432?query=%D0%B2%D0%BE%D0%B4%D0%B8%D1%82%D0%B5%D0%BB%D1%8C,hh.ru,Ozon Логистика ,Москва
Водитель-курьер на личном автомобиле (м. Беговая),80000,,руб.,https://hh.ru/vacancy/48126919?query=%D0%B2%D0%BE%D0%B4%D0%B8%D1%82%D0%B5%D0%BB%D1%8C,hh.ru,Ozon Express,"Москва, Беговая и еще 2 "
Водитель-курьер на личном автомобиле,,,,https://hh.ru/vacancy/47705101?query=%D0%B2%D0%BE%D0%B4%D0%B8%D1%82%D0%B5%D0%BB%D1%8C,hh.ru,СберМаркет,Москва
Водитель-курьер на личном автомобиле,,,,https://hh.ru/vacancy/49959708?query=%D0%B2%D0%BE%D0%B4%D0%B8%D1%82%D0%B5%D0%BB%D1%8C,hh.ru,СберМаркет,Москва
Водитель-курьер (экспедитор) с личным легковым автомобилем,120000,180000,руб.,https://hh.ru/vacancy/49945055?query=%D0%B2%D0%BE%D0%B4%D0%B8%D1%82%D0%B5%D0%BB%D1%8C,hh.ru,Курьерская служба GRASTIN,"Москва, Кожуховская"
Водитель-курьер на личном автомобиле (север Москвы и Московской области),95000,130000,руб.,https://hh.ru/vacancy/49873466?query=%D0%B2%D0%BE%D0%B4%D0%B8%D1%82%D0%B5%D0%BB%D1%8C,hh.ru,ТопДеливери,"Москва, Нагатинская"
Водитель-курьер (экспедитор) с личным легковым автомобилем,120000,180000,руб.,https://hh.ru/vacancy/49784647?query=%D0%B2%D0%BE%D0%B4%D0%B8%D1%82%D0%B5%D0%BB%D1%8C,hh.ru,Курьерская служба GRASTIN,"Москва, Кожуховская"
Водитель Яндекс такси,80000,140000,руб.,https://hh.ru/vacancy/48958190?query=%D0%B2%D0%BE%D0%B4%D0%B8%D1%82%D0%B5%D0%BB%D1%8C,hh.ru,ИП Попов Игорь Николаевич,Москва
Водитель-курьер на автомобиле компании или на личном,60000,,руб.,https://hh.ru/vacancy/41702492?query=%D0%B2%D0%BE%D0%B4%D0%B8%D1%82%D0%B5%D0%BB%D1%8C,hh.ru,Lamoda,Москва
Вечерний водитель-курьер с личным автомобилем,70000,,руб.,https://hh.ru/vacancy/44734532?query=%D0%B2%D0%BE%D0%B4%D0%B8%D1%82%D0%B5%D0%BB%D1%8C,hh.ru,ДоставкаГУРУ,Москва
Вечерний водитель с личным автомобилем (Север Москвы),60000,,руб.,https://hh.ru/vacancy/49584808?query=%D0%B2%D0%BE%D0%B4%D0%B8%D1%82%D0%B5%D0%BB%D1%8C,hh.ru,ДоставкаГУРУ,Москва
Водитель погрузчика,65000,80000,руб.,https://hh.ru/vacancy/48196464?query=%D0%B2%D0%BE%D0%B4%D0%B8%D1%82%D0%B5%D0%BB%D1%8C,hh.ru,АО ОЧАКОВО,"Москва, Говорово  и еще 2 "
Водитель-курьер с личным автомобилем,50000,,руб.,https://hh.ru/vacancy/49725014?query=%D0%B2%D0%BE%D0%B4%D0%B8%D1%82%D0%B5%D0%BB%D1%8C,hh.ru,МОСПРИВОЗ,Москва
Водитель-курьер (выходного дня),40000,,руб.,https://hh.ru/vacancy/45263689?query=%D0%B2%D0%BE%D0%B4%D0%B8%D1%82%D0%B5%D0%BB%D1%8C,hh.ru,КАСТА,Москва
Водитель-курьер (интернет-магазин),80500,148000,руб.,https://hh.ru/vacancy/42246313?query=%D0%B2%D0%BE%D0%B4%D0%B8%D1%82%D0%B5%D0%BB%D1%8C,hh.ru,"ЦУМ, Интернет-магазин","Москва, Кузнецкий мост"
Логист-диспетчер,50000,,руб.,https://hh.ru/vacancy/49926062?query=%D0%B2%D0%BE%D0%B4%D0%B8%D1%82%D0%B5%D0%BB%D1%8C,hh.ru,ООО ГлавЭкоПром,Москва
Менеджер транспортного отдела,60000,80000,руб.,https://hh.ru/vacancy/49532296?query=%D0%B2%D0%BE%D0%B4%D0%B8%D1%82%D0%B5%D0%BB%D1%8C,hh.ru,Персональный Водитель,Москва
Торговый представитель (Водитель-курьер),74800,,руб.,https://hh.ru/vacancy/44687859?query=%D0%B2%D0%BE%D0%B4%D0%B8%D1%82%D0%B5%D0%BB%D1%8C,hh.ru,"ЦУМ, Офис",Москва
Начальник транспортного отдела,,,,https://hh.ru/vacancy/49449428?query=%D0%B2%D0%BE%D0%B4%D0%B8%D1%82%D0%B5%D0%BB%D1%8C,hh.ru,ПродТранс,Москва
Менеджер по подбору персонала,70000,,руб.,https://hh.ru/vacancy/46002448?query=%D0%B2%D0%BE%D0%B4%D0%B8%D1%82%D0%B5%D0%BB%D1%8C,hh.ru,Персональный Водитель,Москва
Кладовщик-комплектовщик,44000,46000,руб.,https://hh.ru/vacancy/49623130?query=%D0%B2%D0%BE%D0%B4%D0%B8%D1%82%D0%B5%D0%BB%D1%8C,hh.ru,ИП Борисова Анна Борисовна,Москва
Специалист по логистике,65000,65000,руб.,https://hh.ru/vacancy/49627816?query=%D0%B2%D0%BE%D0%B4%D0%B8%D1%82%D0%B5%D0%BB%D1%8C,hh.ru,ТопДеливери,"Москва, Нагатинская"
Специалист по логистике,25000,30000,руб.,https://hh.ru/vacancy/49808945?query=%D0%B2%D0%BE%D0%B4%D0%B8%D1%82%D0%B5%D0%BB%D1%8C,hh.ru,ООО Тоскана,"Москва, Варшавская и еще 1 "
Медицинская сестра выездного обслуживания,80000,120000,руб.,https://hh.ru/vacancy/48763372?query=%D0%B2%D0%BE%D0%B4%D0%B8%D1%82%D0%B5%D0%BB%D1%8C,hh.ru,ООО Лаборатория Гемотест,Москва
Legal Secretary - Ассистент (Секретарь) юриста,,100000,руб.,https://hh.ru/vacancy/49960184?query=%D0%B2%D0%BE%D0%B4%D0%B8%D1%82%D0%B5%D0%BB%D1%8C,hh.ru,ADVANT Beiten,Москва
Кладовщик-комплектовщик,40000,45000,руб.,https://hh.ru/vacancy/49820583?query=%D0%B2%D0%BE%D0%B4%D0%B8%D1%82%D0%B5%D0%BB%D1%8C,hh.ru,Scanberry (ООО Хай Систем),"Москва, Аннино"
Курьер по району со свободным графиком,60000,100000,руб.,https://hh.ru/vacancy/49807591?query=%D0%B2%D0%BE%D0%B4%D0%B8%D1%82%D0%B5%D0%BB%D1%8C,hh.ru,ООО Курьерист,Москва
Менеджер по логистике,70000,,руб.,https://hh.ru/vacancy/49793929?query=%D0%B2%D0%BE%D0%B4%D0%B8%D1%82%D0%B5%D0%BB%D1%8C,hh.ru,ВЕСКО,"Москва, Котельники"
Логист / заведующий складом,60000,70000,руб.,https://hh.ru/vacancy/49789638?query=%D0%B2%D0%BE%D0%B4%D0%B8%D1%82%D0%B5%D0%BB%D1%8C,hh.ru,ООО Фри Тайм,Москва
Менеджер интернет-магазина,55000,60000,руб.,https://hh.ru/vacancy/49781439?query=%D0%B2%D0%BE%D0%B4%D0%B8%D1%82%D0%B5%D0%BB%D1%8C,hh.ru,ООО Декор Арома Люкс,Москва
Курьер - водитель на личном автомобиле,70000,100000,руб.,https://hh.ru/vacancy/49691824?query=%D0%B2%D0%BE%D0%B4%D0%B8%D1%82%D0%B5%D0%BB%D1%8C,hh.ru,ООО Один Миг,Москва
Водитель-курьер на личном автомобиле,100000,150000,руб.,https://hh.ru/vacancy/49456555?query=%D0%B2%D0%BE%D0%B4%D0%B8%D1%82%D0%B5%D0%BB%D1%8C,hh.ru,ООО Интеграл,Москва
Водитель-курьер(ОЗОН),110000,,руб.,https://hh.ru/vacancy/49814776?query=%D0%B2%D0%BE%D0%B4%D0%B8%D1%82%D0%B5%D0%BB%D1%8C,hh.ru,Национальная Служба Доставки,Москва
Водитель-экспедитор,70000,90000,руб.,https://hh.ru/vacancy/47055214?query=%D0%B2%D0%BE%D0%B4%D0%B8%D1%82%D0%B5%D0%BB%D1%8C,hh.ru,ООО Кристалл,Москва
Водитель-курьер,110000,,руб.,https://hh.ru/vacancy/49915718?query=%D0%B2%D0%BE%D0%B4%D0%B8%D1%82%D0%B5%D0%BB%D1%8C,hh.ru,ООО Медиатор,Москва
Водитель-курьер,98000,,руб.,https://hh.ru/vacancy/49491845?query=%D0%B2%D0%BE%D0%B4%D0%B8%D1%82%D0%B5%D0%BB%D1%8C,hh.ru,Dostavista.ru,"Москва, Озёрная и еще 1 "
Водитель-экспедитор,68310,81972,руб.,https://hh.ru/vacancy/47392769?query=%D0%B2%D0%BE%D0%B4%D0%B8%D1%82%D0%B5%D0%BB%D1%8C,hh.ru,UTG Group,"Москва, Рассказовка"
Водитель-курьер,105000,,руб.,https://hh.ru/vacancy/49705602?query=%D0%B2%D0%BE%D0%B4%D0%B8%D1%82%D0%B5%D0%BB%D1%8C,hh.ru,Dostavista.ru,Москва
Водитель-эскпедитор,130000,,руб.,https://hh.ru/vacancy/49207488?query=%D0%B2%D0%BE%D0%B4%D0%B8%D1%82%D0%B5%D0%BB%D1%8C,hh.ru,ПродТранс,Москва
Водитель-экспедитор,40000,60000,руб.,https://hh.ru/vacancy/49488742?query=%D0%B2%D0%BE%D0%B4%D0%B8%D1%82%D0%B5%D0%BB%D1%8C,hh.ru,ИП Коршунов Валерий Григорьевич,Москва
Водитель-экспедитор,40000,,руб.,https://hh.ru/vacancy/49443327?query=%D0%B2%D0%BE%D0%B4%D0%B8%D1%82%D0%B5%D0%BB%D1%8C,hh.ru,ООО Элайтс,"Москва, Марьина Роща"
Водитель с личным грузовым автомобилем,100000,350000,руб.,https://hh.ru/vacancy/48984496?query=%D0%B2%D0%BE%D0%B4%D0%B8%D1%82%D0%B5%D0%BB%D1%8C,hh.ru,ООО Трансресурс,Москва
Водитель-курьер,,,,https://hh.ru/vacancy/47938544?query=%D0%B2%D0%BE%D0%B4%D0%B8%D1%82%D0%B5%D0%BB%D1%8C,hh.ru,Юнайтед Парсел Сервис - UPS,"Москва, Севастопольская"
Водитель со своим автомобилем,50000,55000,руб.,https://hh.ru/vacancy/49660216?query=%D0%B2%D0%BE%D0%B4%D0%B8%D1%82%D0%B5%D0%BB%D1%8C,hh.ru,ООО АльянсПринт,"Москва, Павелецкая и еще 2 "
Водитель-экспедитор категория C,70000,120000,руб.,https://hh.ru/vacancy/49558313?query=%D0%B2%D0%BE%D0%B4%D0%B8%D1%82%D0%B5%D0%BB%D1%8C,hh.ru,JCat.ru,"Москва, Селигерская"
Водитель-экспедитор на автомобиль Соболь Газель,50400,55200,руб.,https://hh.ru/vacancy/49150095?query=%D0%B2%D0%BE%D0%B4%D0%B8%D1%82%D0%B5%D0%BB%D1%8C,hh.ru,ООО Москоу фуд,"Москва, Юго-Западная"
Водитель офисный,50000,,руб.,https://hh.ru/vacancy/49868522?query=%D0%B2%D0%BE%D0%B4%D0%B8%D1%82%D0%B5%D0%BB%D1%8C,hh.ru,ООО Транспорт и Логистика,Москва
Водитель-курьер,100000,120000,руб.,https://hh.ru/vacancy/49929715?query=%D0%B2%D0%BE%D0%B4%D0%B8%D1%82%D0%B5%D0%BB%D1%8C,hh.ru,ИП Белкин Андрей Валентинович,Москва
"Водитель микроавтобуса, категория Д",60000,79000,руб.,https://hh.ru/vacancy/49086241?query=%D0%B2%D0%BE%D0%B4%D0%B8%D1%82%D0%B5%D0%BB%D1%8C,hh.ru,ООО Ягуар-авто,Москва
Водитель - Экспедитор (г. Троицк),60000,130000,руб.,https://hh.ru/vacancy/48581571?query=%D0%B2%D0%BE%D0%B4%D0%B8%D1%82%D0%B5%D0%BB%D1%8C,hh.ru,Энитэль,Москва
Водитель автомобиля премиум-класса,80000,,руб.,https://hh.ru/vacancy/49703001?query=%D0%B2%D0%BE%D0%B4%D0%B8%D1%82%D0%B5%D0%BB%D1%8C,hh.ru,Персональный Водитель,Москва
"Водитель-экспедитор категории ""СЕ""",,140000,руб.,https://hh.ru/vacancy/49925328?query=%D0%B2%D0%BE%D0%B4%D0%B8%D1%82%D0%B5%D0%BB%D1%8C,hh.ru,ООО СИНГАПУР,"Москва, Пражская"
Водитель на личном автомобиле,90000,140000,руб.,https://hh.ru/vacancy/45660849?query=%D0%B2%D0%BE%D0%B4%D0%B8%D1%82%D0%B5%D0%BB%D1%8C,hh.ru,ООО Коллигре,"Москва, Марьино"
"Водитель легкового автомобиля, такси КОМФОРТ+, БИЗНЕС",70000,150000,руб.,https://hh.ru/vacancy/49509139?query=%D0%B2%D0%BE%D0%B4%D0%B8%D1%82%D0%B5%D0%BB%D1%8C,hh.ru,Profi-Taxi,Москва
Водитель-курьер,70000,120000,руб.,https://hh.ru/vacancy/48206334?query=%D0%B2%D0%BE%D0%B4%D0%B8%D1%82%D0%B5%D0%BB%D1%8C,hh.ru,ООО Д-Снаб,"Москва, Котельники"
Водитель-экспедитор,70000,,руб.,https://hh.ru/vacancy/49822761?query=%D0%B2%D0%BE%D0%B4%D0%B8%D1%82%D0%B5%D0%BB%D1%8C,hh.ru,CRISTANVAL,Москва
Водитель-экспедитор,,75000,руб.,https://hh.ru/vacancy/49499470?query=%D0%B2%D0%BE%D0%B4%D0%B8%D1%82%D0%B5%D0%BB%D1%8C,hh.ru,ООО Стандарт,Москва
Водитель-экспедитор,40000,60000,руб.,https://hh.ru/vacancy/49488742?query=%D0%B2%D0%BE%D0%B4%D0%B8%D1%82%D0%B5%D0%BB%D1%8C,hh.ru,ИП Коршунов Валерий Григорьевич,Москва
Водитель на личном автомобиле,95000,,руб.,https://hh.ru/vacancy/49889773?query=%D0%B2%D0%BE%D0%B4%D0%B8%D1%82%D0%B5%D0%BB%D1%8C,hh.ru,СДЭК,"Москва, Медведково"
Водитель-экспедитор,65000,90000,руб.,https://hh.ru/vacancy/42531110?query=%D0%B2%D0%BE%D0%B4%D0%B8%D1%82%D0%B5%D0%BB%D1%8C,hh.ru,Major logistics,Москва
Водитель курьер с личным автомобилем,50000,120000,руб.,https://hh.ru/vacancy/49905386?query=%D0%B2%D0%BE%D0%B4%D0%B8%D1%82%D0%B5%D0%BB%D1%8C,hh.ru,ООО Департамент Ф53,Москва
Водитель на личном автомобиле,95000,,руб.,https://hh.ru/vacancy/49889774?query=%D0%B2%D0%BE%D0%B4%D0%B8%D1%82%D0%B5%D0%BB%D1%8C,hh.ru,СДЭК,"Москва, Варшавская"
Водитель-курьер,98000,,руб.,https://hh.ru/vacancy/49619698?query=%D0%B2%D0%BE%D0%B4%D0%B8%D1%82%D0%B5%D0%BB%D1%8C,hh.ru,Dostavista.ru,"Москва, Добрынинская и еще 1 "
Водитель-курьер,98000,,руб.,https://hh.ru/vacancy/49778243?query=%D0%B2%D0%BE%D0%B4%D0%B8%D1%82%D0%B5%D0%BB%D1%8C,hh.ru,Dostavista.ru,"Москва, Борисово и еще 2 "
Водитель-курьер,98000,,руб.,https://hh.ru/vacancy/49905327?query=%D0%B2%D0%BE%D0%B4%D0%B8%D1%82%D0%B5%D0%BB%D1%8C,hh.ru,Dostavista.ru,"Москва, Озёрная и еще 1 "
Водитель автомобиля (1 категория),48000,,руб.,https://hh.ru/vacancy/49097765?query=%D0%B2%D0%BE%D0%B4%D0%B8%D1%82%D0%B5%D0%BB%D1%8C,hh.ru,ФГБУ Автобаза №2,Москва
Водитель-экспедитор,80000,,руб.,https://hh.ru/vacancy/49566095?query=%D0%B2%D0%BE%D0%B4%D0%B8%D1%82%D0%B5%D0%BB%D1%8C,hh.ru,Центр Автомобильных Перевозок,Москва
Водитель-курьер на личном автомобиле,,150000,руб.,https://hh.ru/vacancy/49921457?query=%D0%B2%D0%BE%D0%B4%D0%B8%D1%82%D0%B5%D0%BB%D1%8C,hh.ru,ООО Медиатор,"Москва, Андроновка и еще 1 "
Водитель-экспедитор,50000,,руб.,https://hh.ru/vacancy/49824586?query=%D0%B2%D0%BE%D0%B4%D0%B8%D1%82%D0%B5%D0%BB%D1%8C,hh.ru,ООО ФЛИТСЕРВИС Ко,"Москва, Полежаевская"
Водитель-экспедитор на личном грузовом автомобиле,120000,160000,руб.,https://hh.ru/vacancy/42800571?query=%D0%B2%D0%BE%D0%B4%D0%B8%D1%82%D0%B5%D0%BB%D1%8C,hh.ru,Techport.ru,"Москва, Котельники"
Водитель-экспедитор категории В/С (Одинцово) в Москве,80000,110000,руб.,https://hh.ru/vacancy/49037429?query=%D0%B2%D0%BE%D0%B4%D0%B8%D1%82%D0%B5%D0%BB%D1%8C,hh.ru,ООО ACG,"Москва, Одинцово и еще 1 "
Водитель-курьер (METRO),,110000,руб.,https://hh.ru/vacancy/49259090?query=%D0%B2%D0%BE%D0%B4%D0%B8%D1%82%D0%B5%D0%BB%D1%8C,hh.ru,Dostavista.ru,"Москва, Лобня"
Водитель-механик,80000,80000,руб.,https://hh.ru/vacancy/49496188?query=%D0%B2%D0%BE%D0%B4%D0%B8%D1%82%D0%B5%D0%BB%D1%8C,hh.ru,ООО СОЛ,Москва
Водитель-экспедитор,60000,,руб.,https://hh.ru/vacancy/49853255?query=%D0%B2%D0%BE%D0%B4%D0%B8%D1%82%D0%B5%D0%BB%D1%8C,hh.ru,Bortex24,Москва
